id,temperature,humidity,year,month,date_of_month,day_of_week,hour,created_at
"1","16.00","40.00","2015","03","19","4","23","1426774779"
"2","16.00","40.00","2015","03","19","4","23","1426775079"
"3","16.00","40.00","2015","03","19","4","23","1426775379"
"4","16.00","41.00","2015","03","19","4","23","1426775679"
"5","17.00","41.00","2015","03","19","4","23","1426775979"
"6","17.00","41.00","2015","03","19","4","23","1426776279"
"7","17.00","41.00","2015","03","19","4","23","1426776579"
"8","17.00","41.00","2015","03","19","4","23","1426776879"
"9","17.00","41.00","2015","03","19","4","23","1426777179"
"10","17.00","41.00","2015","03","20","5","00","1426777479"
"11","17.00","41.00","2015","03","20","5","00","1426777779"
"12","17.00","41.00","2015","03","20","5","00","1426778079"
"13","17.00","41.00","2015","03","20","5","00","1426778379"
"14","17.00","42.00","2015","03","20","5","00","1426778679"
"15","17.00","42.00","2015","03","20","5","00","1426778979"
"16","17.00","42.00","2015","03","20","5","00","1426779279"
"17","17.00","42.00","2015","03","20","5","00","1426779579"
"18","17.00","42.00","2015","03","20","5","00","1426779879"
"19","17.00","42.00","2015","03","20","5","00","1426780179"
"20","17.00","42.00","2015","03","20","5","00","1426780479"
"21","17.00","42.00","2015","03","20","5","00","1426780779"
"22","17.00","42.00","2015","03","20","5","01","1426781079"
"23","17.00","42.00","2015","03","20","5","01","1426781379"
"24","17.00","42.00","2015","03","20","5","01","1426781679"
"25","17.00","42.00","2015","03","20","5","01","1426781979"
"26","17.00","42.00","2015","03","20","5","01","1426782279"
"27","17.00","42.00","2015","03","20","5","01","1426782579"
"28","17.00","42.00","2015","03","20","5","01","1426782879"
"29","17.00","43.00","2015","03","20","5","01","1426783179"
"30","17.00","43.00","2015","03","20","5","01","1426783479"
"31","17.00","43.00","2015","03","20","5","01","1426783779"
"32","17.00","43.00","2015","03","20","5","01","1426784079"
"33","17.00","43.00","2015","03","20","5","01","1426784379"
"34","17.00","43.00","2015","03","20","5","02","1426784679"
"35","17.00","44.00","2015","03","20","5","02","1426784979"
"36","17.00","44.00","2015","03","20","5","02","1426785279"
"37","17.00","44.00","2015","03","20","5","02","1426785579"
"38","17.00","44.00","2015","03","20","5","02","1426785879"
"39","17.00","44.00","2015","03","20","5","02","1426786179"
"40","17.00","44.00","2015","03","20","5","02","1426786479"
"41","17.00","44.00","2015","03","20","5","02","1426786779"
"42","17.00","44.00","2015","03","20","5","02","1426787079"
"43","17.00","44.00","2015","03","20","5","02","1426787379"
"44","17.00","44.00","2015","03","20","5","02","1426787679"
"45","17.00","44.00","2015","03","20","5","02","1426787979"
"46","17.00","44.00","2015","03","20","5","03","1426788279"
"47","17.00","46.00","2015","03","20","5","03","1426788579"
"48","17.00","45.00","2015","03","20","5","03","1426788880"
"49","17.00","45.00","2015","03","20","5","03","1426789180"
"50","17.00","46.00","2015","03","20","5","03","1426789480"
"51","17.00","46.00","2015","03","20","5","03","1426789780"
"52","17.00","46.00","2015","03","20","5","03","1426790080"
"53","17.00","47.00","2015","03","20","5","03","1426790380"
"54","17.00","47.00","2015","03","20","5","03","1426790680"
"55","17.00","47.00","2015","03","20","5","03","1426790980"
"56","17.00","47.00","2015","03","20","5","03","1426791280"
"57","17.00","47.00","2015","03","20","5","03","1426791580"
"58","17.00","47.00","2015","03","20","5","04","1426791880"
"59","17.00","47.00","2015","03","20","5","04","1426792180"
"60","17.00","47.00","2015","03","20","5","04","1426792480"
"61","17.00","47.00","2015","03","20","5","04","1426792780"
"62","17.00","47.00","2015","03","20","5","04","1426793080"
"63","17.00","48.00","2015","03","20","5","04","1426793380"
"64","17.00","48.00","2015","03","20","5","04","1426793680"
"65","17.00","48.00","2015","03","20","5","04","1426793980"
"66","17.00","48.00","2015","03","20","5","04","1426794280"
"67","17.00","48.00","2015","03","20","5","04","1426794580"
"68","17.00","48.00","2015","03","20","5","04","1426794880"
"69","17.00","48.00","2015","03","20","5","04","1426795180"
"70","17.00","48.00","2015","03","20","5","05","1426795480"
"71","17.00","48.00","2015","03","20","5","05","1426795780"
"72","17.00","48.00","2015","03","20","5","05","1426796080"
"73","17.00","49.00","2015","03","20","5","05","1426796380"
"74","17.00","48.00","2015","03","20","5","05","1426796680"
"75","17.00","48.00","2015","03","20","5","05","1426796980"
"76","17.00","48.00","2015","03","20","5","05","1426797280"
"77","17.00","48.00","2015","03","20","5","05","1426797580"
"78","17.00","48.00","2015","03","20","5","05","1426797880"
"79","17.00","49.00","2015","03","20","5","05","1426798180"
"80","17.00","49.00","2015","03","20","5","05","1426798480"
"81","17.00","49.00","2015","03","20","5","05","1426798780"
"82","17.00","49.00","2015","03","20","5","06","1426799080"
"83","17.00","49.00","2015","03","20","5","06","1426799380"
"84","17.00","49.00","2015","03","20","5","06","1426799680"
"85","17.00","49.00","2015","03","20","5","06","1426799980"
"86","17.00","49.00","2015","03","20","5","06","1426800280"
"87","17.00","49.00","2015","03","20","5","06","1426800580"
"88","17.00","49.00","2015","03","20","5","06","1426800880"
"89","17.00","49.00","2015","03","20","5","06","1426801180"
"90","17.00","49.00","2015","03","20","5","06","1426801480"
"91","17.00","49.00","2015","03","20","5","06","1426801780"
"92","17.00","49.00","2015","03","20","5","06","1426802081"
"93","17.00","49.00","2015","03","20","5","06","1426802381"
"94","17.00","49.00","2015","03","20","5","07","1426802681"
"95","17.00","49.00","2015","03","20","5","07","1426802981"
"96","17.00","53.00","2015","03","20","5","07","1426803281"
"97","17.00","63.00","2015","03","20","5","07","1426803581"
"98","18.00","69.00","2015","03","20","5","07","1426803881"
"99","18.00","75.00","2015","03","20","5","07","1426804181"
"100","18.00","78.00","2015","03","20","5","07","1426804481"
"101","18.00","79.00","2015","03","20","5","07","1426804781"
"102","18.00","79.00","2015","03","20","5","07","1426805081"
"103","18.00","79.00","2015","03","20","5","07","1426805381"
"104","18.00","78.00","2015","03","20","5","07","1426805681"
"105","17.00","76.00","2015","03","20","5","07","1426805981"
"106","17.00","75.00","2015","03","20","5","08","1426806281"
"107","17.00","74.00","2015","03","20","5","08","1426806581"
"108","17.00","74.00","2015","03","20","5","08","1426806881"
"109","17.00","74.00","2015","03","20","5","08","1426807181"
"110","18.00","73.00","2015","03","20","5","08","1426807481"
"111","18.00","73.00","2015","03","20","5","08","1426807781"
"112","17.00","73.00","2015","03","20","5","08","1426808081"
"113","17.00","72.00","2015","03","20","5","08","1426808381"
"114","17.00","70.00","2015","03","20","5","08","1426808681"
"115","17.00","69.00","2015","03","20","5","08","1426808981"
"116","17.00","68.00","2015","03","20","5","08","1426809281"
"117","17.00","67.00","2015","03","20","5","08","1426809581"
"118","17.00","66.00","2015","03","20","5","09","1426809881"
"119","17.00","65.00","2015","03","20","5","09","1426810181"
"120","17.00","64.00","2015","03","20","5","09","1426810481"
"121","17.00","64.00","2015","03","20","5","09","1426810781"
"122","17.00","64.00","2015","03","20","5","09","1426811081"
"123","17.00","63.00","2015","03","20","5","09","1426811381"
"124","17.00","63.00","2015","03","20","5","09","1426811681"
"125","17.00","63.00","2015","03","20","5","09","1426811981"
"126","17.00","63.00","2015","03","20","5","09","1426812281"
"127","17.00","62.00","2015","03","20","5","09","1426812581"
"128","17.00","62.00","2015","03","20","5","09","1426812881"
"129","17.00","62.00","2015","03","20","5","09","1426813181"
"130","17.00","62.00","2015","03","20","5","10","1426813481"
"131","17.00","61.00","2015","03","20","5","10","1426813781"
"132","17.00","61.00","2015","03","20","5","10","1426814081"
"133","17.00","61.00","2015","03","20","5","10","1426814381"
"134","17.00","60.00","2015","03","20","5","10","1426814681"
"135","17.00","59.00","2015","03","20","5","10","1426814981"
"136","17.00","59.00","2015","03","20","5","10","1426815281"
"137","17.00","58.00","2015","03","20","5","10","1426815582"
"138","17.00","58.00","2015","03","20","5","10","1426815882"
"139","17.00","58.00","2015","03","20","5","10","1426816182"
"140","17.00","57.00","2015","03","20","5","10","1426816482"
"141","17.00","57.00","2015","03","20","5","10","1426816782"
"142","17.00","58.00","2015","03","20","5","11","1426817082"
"143","17.00","58.00","2015","03","20","5","11","1426817382"
"144","17.00","58.00","2015","03","20","5","11","1426817682"
"145","17.00","58.00","2015","03","20","5","11","1426817982"
"146","17.00","58.00","2015","03","20","5","11","1426818282"
"147","17.00","59.00","2015","03","20","5","11","1426818582"
"148","17.00","59.00","2015","03","20","5","11","1426818882"
"149","17.00","59.00","2015","03","20","5","11","1426819182"
"150","17.00","62.00","2015","03","20","5","11","1426819482"
"151","17.00","62.00","2015","03","20","5","11","1426819782"
"152","17.00","62.00","2015","03","20","5","11","1426820082"
"153","17.00","62.00","2015","03","20","5","11","1426820382"
"154","17.00","63.00","2015","03","20","5","12","1426820682"
"155","17.00","62.00","2015","03","20","5","12","1426820982"
"156","17.00","62.00","2015","03","20","5","12","1426821282"
"157","17.00","62.00","2015","03","20","5","12","1426821582"
"158","17.00","62.00","2015","03","20","5","12","1426821882"
"159","17.00","62.00","2015","03","20","5","12","1426822182"
"160","17.00","62.00","2015","03","20","5","12","1426822482"
"161","17.00","62.00","2015","03","20","5","12","1426822782"
"162","17.00","61.00","2015","03","20","5","12","1426823082"
"163","17.00","61.00","2015","03","20","5","12","1426823382"
"164","17.00","61.00","2015","03","20","5","12","1426823682"
"165","17.00","61.00","2015","03","20","5","12","1426823982"
"166","17.00","61.00","2015","03","20","5","13","1426824282"
"167","17.00","61.00","2015","03","20","5","13","1426824582"
"168","18.00","60.00","2015","03","20","5","13","1426824882"
"169","17.00","60.00","2015","03","20","5","13","1426825182"
"170","17.00","60.00","2015","03","20","5","13","1426825482"
"171","17.00","60.00","2015","03","20","5","13","1426825782"
"172","17.00","60.00","2015","03","20","5","13","1426826082"
"173","17.00","60.00","2015","03","20","5","13","1426826382"
"174","17.00","60.00","2015","03","20","5","13","1426826682"
"175","17.00","60.00","2015","03","20","5","13","1426826982"
"176","17.00","59.00","2015","03","20","5","13","1426827282"
"177","17.00","59.00","2015","03","20","5","13","1426827582"
"178","17.00","59.00","2015","03","20","5","14","1426827882"
"179","17.00","59.00","2015","03","20","5","14","1426828182"
"180","17.00","59.00","2015","03","20","5","14","1426828482"
"181","17.00","59.00","2015","03","20","5","14","1426828782"
"182","17.00","59.00","2015","03","20","5","14","1426829082"
"183","17.00","59.00","2015","03","20","5","14","1426829382"
"184","17.00","60.00","2015","03","20","5","14","1426829683"
"185","17.00","59.00","2015","03","20","5","14","1426829983"
"186","17.00","59.00","2015","03","20","5","14","1426830283"
"187","17.00","59.00","2015","03","20","5","14","1426830583"
"188","17.00","59.00","2015","03","20","5","14","1426830883"
"189","17.00","59.00","2015","03","20","5","14","1426831183"
"190","17.00","59.00","2015","03","20","5","15","1426831483"
"191","17.00","59.00","2015","03","20","5","15","1426831783"
"192","17.00","58.00","2015","03","20","5","15","1426832083"
"193","18.00","59.00","2015","03","20","5","15","1426832383"
"194","17.00","58.00","2015","03","20","5","15","1426832683"
"195","18.00","58.00","2015","03","20","5","15","1426832983"
"196","17.00","58.00","2015","03","20","5","15","1426833283"
"197","17.00","58.00","2015","03","20","5","15","1426833583"
"198","17.00","58.00","2015","03","20","5","15","1426833883"
"199","17.00","58.00","2015","03","20","5","15","1426834183"
"200","17.00","58.00","2015","03","20","5","15","1426834483"
"201","17.00","58.00","2015","03","20","5","15","1426834783"
"202","17.00","58.00","2015","03","20","5","16","1426835083"
"203","17.00","58.00","2015","03","20","5","16","1426835383"
"204","17.00","58.00","2015","03","20","5","16","1426835683"
"205","17.00","58.00","2015","03","20","5","16","1426835983"
"206","17.00","58.00","2015","03","20","5","16","1426836283"
"207","17.00","58.00","2015","03","20","5","16","1426836583"
"208","17.00","58.00","2015","03","20","5","16","1426836883"
"209","17.00","58.00","2015","03","20","5","16","1426837183"
"210","17.00","57.00","2015","03","20","5","16","1426837483"
"211","17.00","58.00","2015","03","20","5","16","1426837783"
"212","17.00","57.00","2015","03","20","5","16","1426838083"
"213","17.00","57.00","2015","03","20","5","16","1426838383"
"214","17.00","56.00","2015","03","20","5","17","1426838683"
"215","17.00","54.00","2015","03","20","5","17","1426838983"
"216","17.00","53.00","2015","03","20","5","17","1426839283"
"217","17.00","51.00","2015","03","20","5","17","1426839583"
"218","17.00","51.00","2015","03","20","5","17","1426839883"
"219","17.00","51.00","2015","03","20","5","17","1426840183"
"220","17.00","51.00","2015","03","20","5","17","1426840483"
"221","17.00","51.00","2015","03","20","5","17","1426840783"
"222","17.00","50.00","2015","03","20","5","17","1426841083"
"223","18.00","51.00","2015","03","20","5","17","1426841383"
"224","18.00","52.00","2015","03","20","5","17","1426841683"
"225","18.00","54.00","2015","03","20","5","17","1426841983"
"226","18.00","53.00","2015","03","20","5","18","1426842283"
"227","18.00","52.00","2015","03","20","5","18","1426842583"
"228","18.00","52.00","2015","03","20","5","18","1426842883"
"229","18.00","52.00","2015","03","20","5","18","1426843183"
"230","18.00","53.00","2015","03","20","5","18","1426843483"
"231","17.00","53.00","2015","03","20","5","18","1426843783"
"232","18.00","53.00","2015","03","20","5","18","1426844084"
"233","17.00","52.00","2015","03","20","5","18","1426844384"
"234","18.00","52.00","2015","03","20","5","18","1426844684"
"235","18.00","51.00","2015","03","20","5","18","1426844984"
"236","18.00","51.00","2015","03","20","5","18","1426845284"
"237","17.00","51.00","2015","03","20","5","18","1426845584"
"238","17.00","51.00","2015","03","20","5","19","1426845884"
"239","17.00","51.00","2015","03","20","5","19","1426846184"
"240","18.00","50.00","2015","03","20","5","19","1426846484"
"241","17.00","50.00","2015","03","20","5","19","1426846784"
"242","17.00","50.00","2015","03","20","5","19","1426847084"
"243","17.00","50.00","2015","03","20","5","19","1426847384"
"244","17.00","49.00","2015","03","20","5","19","1426847684"
"245","18.00","49.00","2015","03","20","5","19","1426847984"
"246","17.00","49.00","2015","03","20","5","19","1426848284"
"247","18.00","49.00","2015","03","20","5","19","1426848584"
"248","17.00","48.00","2015","03","20","5","19","1426848884"
"249","17.00","48.00","2015","03","20","5","19","1426849184"
"250","17.00","48.00","2015","03","20","5","20","1426849484"
"251","17.00","47.00","2015","03","20","5","20","1426849784"
"252","17.00","47.00","2015","03","20","5","20","1426850084"
"253","17.00","46.00","2015","03","20","5","20","1426850384"
"254","17.00","46.00","2015","03","20","5","20","1426850684"
"255","17.00","46.00","2015","03","20","5","20","1426850984"
"256","17.00","46.00","2015","03","20","5","20","1426851284"
"257","17.00","46.00","2015","03","20","5","20","1426851584"
"258","17.00","46.00","2015","03","20","5","20","1426851884"
"259","17.00","46.00","2015","03","20","5","20","1426852184"
"260","17.00","46.00","2015","03","20","5","20","1426852484"
"261","17.00","47.00","2015","03","20","5","20","1426852784"
"262","17.00","47.00","2015","03","20","5","21","1426853084"
"263","17.00","47.00","2015","03","20","5","21","1426853384"
"264","17.00","47.00","2015","03","20","5","21","1426853684"
"265","17.00","47.00","2015","03","20","5","21","1426853984"
"266","17.00","47.00","2015","03","20","5","21","1426854284"
"267","17.00","47.00","2015","03","20","5","21","1426854584"
"268","17.00","47.00","2015","03","20","5","21","1426854884"
"269","17.00","47.00","2015","03","20","5","21","1426855184"
"270","17.00","47.00","2015","03","20","5","21","1426855484"
"271","17.00","47.00","2015","03","20","5","21","1426855784"
"272","17.00","47.00","2015","03","20","5","21","1426856084"
"273","17.00","47.00","2015","03","20","5","21","1426856384"
"274","17.00","47.00","2015","03","20","5","22","1426856684"
"275","17.00","47.00","2015","03","20","5","22","1426856984"
"276","17.00","47.00","2015","03","20","5","22","1426857284"
"277","17.00","47.00","2015","03","20","5","22","1426857584"
"278","17.00","47.00","2015","03","20","5","22","1426857884"
"279","17.00","64.00","2015","03","20","5","22","1426858185"
"280","17.00","52.00","2015","03","20","5","22","1426858485"
"281","17.00","50.00","2015","03","20","5","22","1426858785"
"282","17.00","49.00","2015","03","20","5","22","1426859085"
"283","17.00","49.00","2015","03","20","5","22","1426859385"
"284","17.00","49.00","2015","03","20","5","22","1426859685"
"285","17.00","49.00","2015","03","20","5","22","1426859985"
"286","17.00","49.00","2015","03","20","5","23","1426860285"
"287","17.00","49.00","2015","03","20","5","23","1426860585"
"288","17.00","49.00","2015","03","20","5","23","1426860885"
"289","17.00","48.00","2015","03","20","5","23","1426861185"
"290","17.00","48.00","2015","03","20","5","23","1426861485"
"291","17.00","48.00","2015","03","20","5","23","1426861785"
"292","17.00","48.00","2015","03","20","5","23","1426862085"
"293","17.00","48.00","2015","03","20","5","23","1426862385"
"294","17.00","48.00","2015","03","20","5","23","1426862685"
"295","17.00","48.00","2015","03","20","5","23","1426862985"
"296","17.00","51.00","2015","03","20","5","23","1426863285"
"297","17.00","52.00","2015","03","20","5","23","1426863585"
"298","17.00","51.00","2015","03","21","6","00","1426863885"
"299","17.00","50.00","2015","03","21","6","00","1426864185"
"300","17.00","50.00","2015","03","21","6","00","1426864485"
"301","17.00","50.00","2015","03","21","6","00","1426864785"
"302","17.00","50.00","2015","03","21","6","00","1426865085"
"303","17.00","50.00","2015","03","21","6","00","1426865385"
"304","17.00","50.00","2015","03","21","6","00","1426865685"
"305","17.00","50.00","2015","03","21","6","00","1426865985"
"306","17.00","50.00","2015","03","21","6","00","1426866285"
"307","17.00","50.00","2015","03","21","6","00","1426866585"
"308","17.00","50.00","2015","03","21","6","00","1426866885"
"309","17.00","50.00","2015","03","21","6","00","1426867185"
"310","17.00","50.00","2015","03","21","6","01","1426867485"
"311","17.00","50.00","2015","03","21","6","01","1426867785"
"312","17.00","50.00","2015","03","21","6","01","1426868085"
"313","17.00","51.00","2015","03","21","6","01","1426868385"
"314","17.00","50.00","2015","03","21","6","01","1426868685"
"315","17.00","50.00","2015","03","21","6","01","1426868985"
"316","17.00","50.00","2015","03","21","6","01","1426869285"
"317","17.00","50.00","2015","03","21","6","01","1426869585"
"318","17.00","50.00","2015","03","21","6","01","1426869885"
"319","17.00","49.00","2015","03","21","6","01","1426870185"
"320","17.00","50.00","2015","03","21","6","01","1426870485"
"321","17.00","49.00","2015","03","21","6","01","1426870785"
"322","17.00","49.00","2015","03","21","6","02","1426871085"
"323","17.00","49.00","2015","03","21","6","02","1426871385"
"324","17.00","50.00","2015","03","21","6","02","1426871685"
"325","17.00","49.00","2015","03","21","6","02","1426871985"
"326","17.00","49.00","2015","03","21","6","02","1426872285"
"327","17.00","49.00","2015","03","21","6","02","1426872586"
"328","17.00","49.00","2015","03","21","6","02","1426872886"
"329","17.00","49.00","2015","03","21","6","02","1426873186"
"330","17.00","49.00","2015","03","21","6","02","1426873486"
"331","17.00","49.00","2015","03","21","6","02","1426873786"
"332","17.00","49.00","2015","03","21","6","02","1426874086"
"333","17.00","49.00","2015","03","21","6","02","1426874386"
"334","17.00","49.00","2015","03","21","6","03","1426874686"
"335","17.00","49.00","2015","03","21","6","03","1426874986"
"336","17.00","49.00","2015","03","21","6","03","1426875286"
"337","17.00","48.00","2015","03","21","6","03","1426875586"
"338","17.00","49.00","2015","03","21","6","03","1426875886"
"339","17.00","49.00","2015","03","21","6","03","1426876186"
"340","17.00","48.00","2015","03","21","6","03","1426876486"
"341","17.00","48.00","2015","03","21","6","03","1426876786"
"342","17.00","48.00","2015","03","21","6","03","1426877086"
"343","17.00","48.00","2015","03","21","6","03","1426877386"
"344","17.00","48.00","2015","03","21","6","03","1426877686"
"345","17.00","48.00","2015","03","21","6","03","1426877986"
"346","17.00","48.00","2015","03","21","6","04","1426878286"
"347","17.00","48.00","2015","03","21","6","04","1426878586"
"348","17.00","48.00","2015","03","21","6","04","1426878886"
"349","17.00","48.00","2015","03","21","6","04","1426879186"
"350","17.00","48.00","2015","03","21","6","04","1426879486"
"351","17.00","48.00","2015","03","21","6","04","1426879786"
"352","17.00","48.00","2015","03","21","6","04","1426880086"
"353","17.00","48.00","2015","03","21","6","04","1426880386"
"354","17.00","48.00","2015","03","21","6","04","1426880686"
"355","17.00","48.00","2015","03","21","6","04","1426880986"
"356","17.00","48.00","2015","03","21","6","04","1426881286"
"357","17.00","48.00","2015","03","21","6","04","1426881586"
"358","17.00","48.00","2015","03","21","6","05","1426881886"
"359","17.00","48.00","2015","03","21","6","05","1426882186"
"360","17.00","48.00","2015","03","21","6","05","1426882486"
"361","17.00","47.00","2015","03","21","6","05","1426882786"
"362","17.00","47.00","2015","03","21","6","05","1426883086"
"363","17.00","47.00","2015","03","21","6","05","1426883386"
"364","17.00","47.00","2015","03","21","6","05","1426883686"
"365","17.00","47.00","2015","03","21","6","05","1426883986"
"366","17.00","47.00","2015","03","21","6","05","1426884286"
"367","17.00","48.00","2015","03","21","6","05","1426884586"
"368","17.00","47.00","2015","03","21","6","05","1426884886"
"369","17.00","47.00","2015","03","21","6","05","1426885186"
"370","17.00","47.00","2015","03","21","6","06","1426885486"
"371","17.00","47.00","2015","03","21","6","06","1426885786"
"372","17.00","47.00","2015","03","21","6","06","1426886086"
"373","17.00","47.00","2015","03","21","6","06","1426886387"
"374","17.00","46.00","2015","03","21","6","06","1426886687"
"375","17.00","46.00","2015","03","21","6","06","1426886987"
"376","17.00","49.00","2015","03","21","6","06","1426887287"
"377","17.00","49.00","2015","03","21","6","06","1426887587"
"378","17.00","49.00","2015","03","21","6","06","1426887887"
"379","17.00","49.00","2015","03","21","6","06","1426888187"
"380","17.00","49.00","2015","03","21","6","06","1426888487"
"381","17.00","49.00","2015","03","21","6","06","1426888787"
"382","17.00","49.00","2015","03","21","6","07","1426889087"
"383","17.00","49.00","2015","03","21","6","07","1426889387"
"384","17.00","48.00","2015","03","21","6","07","1426889687"
"385","17.00","48.00","2015","03","21","6","07","1426889987"
"386","17.00","48.00","2015","03","21","6","07","1426890287"
"387","17.00","48.00","2015","03","21","6","07","1426890587"
"388","17.00","48.00","2015","03","21","6","07","1426890887"
"389","17.00","48.00","2015","03","21","6","07","1426891187"
"390","17.00","48.00","2015","03","21","6","07","1426891487"
"391","17.00","47.00","2015","03","21","6","07","1426891787"
"392","17.00","48.00","2015","03","21","6","07","1426892087"
"393","17.00","48.00","2015","03","21","6","07","1426892387"
"394","17.00","48.00","2015","03","21","6","08","1426892687"
"395","17.00","47.00","2015","03","21","6","08","1426892987"
"396","18.00","48.00","2015","03","21","6","08","1426893287"
"397","18.00","48.00","2015","03","21","6","08","1426893587"
"398","18.00","50.00","2015","03","21","6","08","1426893887"
"399","18.00","51.00","2015","03","21","6","08","1426894187"
"400","18.00","50.00","2015","03","21","6","08","1426894487"
"401","18.00","49.00","2015","03","21","6","08","1426894787"
"402","18.00","49.00","2015","03","21","6","08","1426895087"
"403","18.00","48.00","2015","03","21","6","08","1426895387"
"404","18.00","49.00","2015","03","21","6","08","1426895687"
"405","18.00","49.00","2015","03","21","6","08","1426895987"
"406","18.00","49.00","2015","03","21","6","09","1426896287"
"407","18.00","49.00","2015","03","21","6","09","1426896587"
"408","18.00","48.00","2015","03","21","6","09","1426896887"
"409","18.00","48.00","2015","03","21","6","09","1426897187"
"410","18.00","49.00","2015","03","21","6","09","1426897487"
"411","18.00","48.00","2015","03","21","6","09","1426897787"
"412","18.00","48.00","2015","03","21","6","09","1426898087"
"413","18.00","48.00","2015","03","21","6","09","1426898387"
"414","18.00","48.00","2015","03","21","6","09","1426898687"
"415","18.00","48.00","2015","03","21","6","09","1426898987"
"416","17.00","48.00","2015","03","21","6","09","1426899287"
"417","18.00","48.00","2015","03","21","6","09","1426899588"
"418","18.00","49.00","2015","03","21","6","10","1426899888"
"419","18.00","49.00","2015","03","21","6","10","1426900188"
"420","18.00","49.00","2015","03","21","6","10","1426900488"
"421","18.00","49.00","2015","03","21","6","10","1426900788"
"422","18.00","49.00","2015","03","21","6","10","1426901088"
"423","18.00","48.00","2015","03","21","6","10","1426901388"
"424","18.00","49.00","2015","03","21","6","10","1426901688"
"425","18.00","49.00","2015","03","21","6","10","1426901988"
"426","18.00","49.00","2015","03","21","6","10","1426902288"
"427","18.00","49.00","2015","03","21","6","10","1426902588"
"428","18.00","48.00","2015","03","21","6","10","1426902888"
"429","18.00","48.00","2015","03","21","6","10","1426903188"
"430","18.00","48.00","2015","03","21","6","11","1426903488"
"431","18.00","48.00","2015","03","21","6","11","1426903788"
"432","18.00","48.00","2015","03","21","6","11","1426904088"
"433","18.00","48.00","2015","03","21","6","11","1426904388"
"434","18.00","48.00","2015","03","21","6","11","1426904688"
"435","18.00","48.00","2015","03","21","6","11","1426904988"
"436","18.00","48.00","2015","03","21","6","11","1426905288"
"437","18.00","48.00","2015","03","21","6","11","1426905588"
"438","18.00","48.00","2015","03","21","6","11","1426905888"
"439","18.00","48.00","2015","03","21","6","11","1426906188"
"440","18.00","49.00","2015","03","21","6","11","1426906488"
"441","18.00","49.00","2015","03","21","6","11","1426906788"
"442","18.00","50.00","2015","03","21","6","12","1426907088"
"443","18.00","50.00","2015","03","21","6","12","1426907388"
"444","18.00","50.00","2015","03","21","6","12","1426907688"
"445","18.00","50.00","2015","03","21","6","12","1426907988"
"446","18.00","51.00","2015","03","21","6","12","1426908288"
"447","18.00","51.00","2015","03","21","6","12","1426908588"
"448","18.00","51.00","2015","03","21","6","12","1426908888"
"449","18.00","51.00","2015","03","21","6","12","1426909188"
"450","18.00","52.00","2015","03","21","6","12","1426909488"
"451","18.00","52.00","2015","03","21","6","12","1426909788"
"452","18.00","52.00","2015","03","21","6","12","1426910088"
"453","18.00","52.00","2015","03","21","6","12","1426910388"
"454","18.00","52.00","2015","03","21","6","13","1426910688"
"455","18.00","52.00","2015","03","21","6","13","1426910988"
"456","18.00","51.00","2015","03","21","6","13","1426911288"
"457","18.00","52.00","2015","03","21","6","13","1426911588"
"458","18.00","52.00","2015","03","21","6","13","1426911888"
"459","18.00","53.00","2015","03","21","6","13","1426912188"
"460","18.00","53.00","2015","03","21","6","13","1426912488"
"461","18.00","53.00","2015","03","21","6","13","1426912788"
"462","18.00","54.00","2015","03","21","6","13","1426913088"
"463","18.00","54.00","2015","03","21","6","13","1426913389"
"464","18.00","55.00","2015","03","21","6","13","1426913689"
"465","18.00","56.00","2015","03","21","6","13","1426913989"
"466","18.00","56.00","2015","03","21","6","14","1426914289"
"467","18.00","56.00","2015","03","21","6","14","1426914589"
"468","18.00","56.00","2015","03","21","6","14","1426914889"
"469","18.00","56.00","2015","03","21","6","14","1426915189"
"470","18.00","57.00","2015","03","21","6","14","1426915489"
"471","18.00","56.00","2015","03","21","6","14","1426915789"
"472","18.00","56.00","2015","03","21","6","14","1426916089"
"473","18.00","56.00","2015","03","21","6","14","1426916389"
"474","18.00","57.00","2015","03","21","6","14","1426916689"
"475","18.00","56.00","2015","03","21","6","14","1426916989"
"476","18.00","57.00","2015","03","21","6","14","1426917289"
"477","18.00","57.00","2015","03","21","6","14","1426917589"
"478","18.00","57.00","2015","03","21","6","15","1426917889"
"479","18.00","57.00","2015","03","21","6","15","1426918189"
"480","18.00","57.00","2015","03","21","6","15","1426918489"
"481","18.00","57.00","2015","03","21","6","15","1426918789"
"482","18.00","57.00","2015","03","21","6","15","1426919089"
"483","18.00","57.00","2015","03","21","6","15","1426919389"
"484","18.00","57.00","2015","03","21","6","15","1426919689"
"485","18.00","57.00","2015","03","21","6","15","1426919989"
"486","18.00","57.00","2015","03","21","6","15","1426920289"
"487","18.00","57.00","2015","03","21","6","15","1426920589"
"488","18.00","57.00","2015","03","21","6","15","1426920889"
"489","18.00","58.00","2015","03","21","6","15","1426921189"
"490","18.00","58.00","2015","03","21","6","16","1426921489"
"491","18.00","58.00","2015","03","21","6","16","1426921789"
"492","18.00","58.00","2015","03","21","6","16","1426922089"
"493","18.00","58.00","2015","03","21","6","16","1426922389"
"494","18.00","58.00","2015","03","21","6","16","1426922689"
"495","18.00","58.00","2015","03","21","6","16","1426922989"
"496","18.00","58.00","2015","03","21","6","16","1426923289"
"497","18.00","58.00","2015","03","21","6","16","1426923589"
"498","18.00","58.00","2015","03","21","6","16","1426923889"
